NodeCount,PathLength,SimCnt,CompileTime,KeyGenerationTime,EncryptionTime,ExecutionTime,DecryptionTime,ReferenceExecutionTime,Mse
36,1,0,0.304599991068244,68.53740001679398,30.96430000732653,6.059600011212751,13.448099984088913,3.5128000017721206,1.1485848724446357e-09
36,1,1,0.5509000038728118,45.176499988883734,33.194399991771206,5.564599996432662,15.240599983371794,2.936700009740889,1.0696443625064849e-09
36,1,2,0.4752999811898917,44.523000018671155,31.329099991125986,5.147699994267896,12.921899993671104,3.2672999950591475,1.0657881747768053e-09
36,1,3,0.5298999894876033,43.408799974713475,31.007699988549575,4.7485000104643404,11.481900000944734,2.894200006267056,7.103299103376692e-10
36,1,4,0.27489999774843454,45.80100000021048,35.08589998818934,4.770300001837313,12.686000001849607,3.524600004311651,5.753225037167169e-10
36,1,5,0.27260000933893025,44.87790001439862,36.229000019375235,5.949399987002835,13.554299977840856,2.7464000158943236,7.35344785979315e-10
36,1,6,0.5237000004854053,46.83919998933561,33.11509999912232,5.747699993662536,12.375599995721132,2.6579999830573797,1.4069432063407374e-09
36,1,7,0.2800000074785203,46.62750000716187,30.165100004523993,4.781900002853945,11.877300014020875,2.806000004056841,7.602342378199705e-10
36,1,8,0.2733999863266945,42.15349999140017,32.332400005543604,6.326999980956316,11.067899991758168,2.524100011214614,5.755748154445875e-10
36,1,9,0.5141000146977603,46.70119998627342,30.528200004482642,4.572400008328259,11.041400022804737,2.7815999928861856,1.020360061134921e-09
36,1,10,0.4813999985344708,43.176300008781254,29.775000002700835,4.6953000128269196,11.667399987345561,2.743700024439022,1.092436528256367e-09
36,1,11,0.551699980860576,45.0849000189919,29.220500000519678,7.148300006520003,11.332099995343015,2.891200012527406,8.16209188508591e-10
36,1,12,0.3411000070627779,44.47910000453703,29.810199979692698,5.066200013970956,11.694099986925721,2.574200014350936,4.303918742005875e-09
36,1,13,0.2618000144138932,43.53560000890866,32.544199988478795,4.49369999114424,11.366999999154359,2.7547000208869576,1.0553952182434432e-09
36,1,14,0.5005999992135912,41.227900015655905,29.71050000633113,4.832499980693683,11.965800018515438,2.7664999943226576,2.1600017830502463e-09
36,1,15,0.36940001882612705,45.60720000881702,31.03690000716597,4.673299990827218,11.790299991844222,2.97359999967739,1.4324526049446317e-09
36,1,16,0.41700000292621553,43.85410001850687,30.463000002782792,4.906599991954863,12.238900002557784,2.4293999886140227,8.973311510360324e-10
36,1,17,0.27390001923777163,43.78480001469143,29.417000012472272,4.942200001096353,11.030200024833903,3.0094999819993973,9.932721400933221e-10
36,1,18,0.27489999774843454,42.4572000047192,32.798999978695065,4.570499993860722,11.361400014720857,2.529499994125217,1.8177910401409756e-09
36,1,19,0.30700000934302807,41.87570000067353,32.05939999315888,4.814099986106157,11.18319999659434,2.7692999865394086,1.8782439839589235e-09
36,1,20,0.3350999904796481,40.34559999126941,32.4350000009872,5.140599998412654,11.660999996820465,2.688199980184436,1.5783289616510297e-09
36,1,21,0.27699998463504016,42.56030000397004,30.67639999790117,4.9260999949183315,11.537999991560355,2.847199997631833,1.8576051751751037e-09
36,1,22,0.42940001003444195,41.955199994845316,30.95949999988079,4.784999997355044,12.696399993728846,2.4833000206854194,2.679810114076754e-09
36,1,23,0.3460999869275838,42.14910001610406,29.88080002251081,4.540800000540912,11.326200008625165,2.4544000043533742,6.210764080221479e-10
36,1,24,0.364200008334592,43.65670002880506,30.937000003177673,4.663100000470877,11.289100017165765,2.520799986086786,7.498493713169484e-10
36,1,25,0.2775999892037362,44.02919998392463,30.255199992097914,5.0752999959513545,10.8897999743931,2.3985999869182706,2.661513499873952e-09
36,1,26,0.40550000267103314,42.79269999824464,30.607299995608628,4.654300020774826,10.930600023129955,2.5181999953929335,6.588961502912005e-10
36,1,27,0.27719998615793884,43.17409999202937,30.103600001893938,4.6536999871023,12.330300000030547,2.986999985296279,9.775539468159771e-10
36,1,28,0.364200008334592,43.31059998366982,30.08709999267012,5.202000000281259,12.452000024495646,2.8642000106628984,7.379847120533808e-10
36,1,29,0.30360001255758107,43.08939998736605,28.743500006385148,4.744500009110197,12.497899995651096,2.7888999902643263,1.4714949088830597e-09
36,1,30,0.3394999948795885,49.00709999492392,30.103600001893938,5.397000000812113,13.683299999684095,3.347399993799627,6.861309343770343e-10
36,1,31,0.5767999973613769,50.360299996100366,31.91550000337884,5.15739998081699,11.617799988016486,2.6239999860990793,1.508268960869168e-09
36,1,32,0.2924999862443656,42.420399986440316,30.13880000798963,5.038699979195371,12.233299989020452,2.4830999900586903,1.2524149314392346e-09
36,1,33,0.3766000154428184,42.65400001895614,30.754700012039393,5.229800008237362,11.141299997689202,2.479899994796142,7.689855297702541e-10
36,1,34,0.3935999993700534,40.565499977674335,29.789799998980016,5.428300006315112,11.255400022491813,2.4683999945409596,1.2617149636420538e-09
36,1,35,0.46109998947940767,43.21800000616349,29.33999997912906,5.114600004162639,11.37730001937598,2.528199984226376,7.294180316563984e-10
36,1,36,0.5010000022593886,40.460199990775436,32.13020000839606,4.768999991938472,13.542800006689504,2.829699980793521,7.361171281814301e-10
36,1,37,0.34500000765547156,40.029199997661635,28.843099978985265,4.702100006397814,11.100500007160008,2.6951000036206096,3.564726214556619e-09
36,1,38,0.27910000062547624,42.084300017450005,29.10169999813661,4.96779999230057,11.426599987316877,2.655599993886426,5.653684962901896e-10
36,1,39,0.3761000116355717,41.88810000778176,31.412499985890463,5.1201000169385225,11.674599983962253,2.568500000052154,2.217197018381438e-09
36,1,40,0.3825000021606684,39.54860000521876,30.14160000020638,4.575099999783561,11.543000000528991,2.656199998455122,1.037657051543934e-09
36,1,41,0.4766999918501824,41.54270002618432,30.68540000822395,4.809100006241351,11.754400009522215,2.7239999908488244,6.887678517505356e-10
36,1,42,0.516800006153062,40.98109999904409,31.489399989368394,5.114800005685538,12.229399988427758,2.5713999930303544,2.820297598244796e-09
36,1,43,0.5807999987155199,42.33840000233613,29.677100013941526,4.673799994634464,11.306799977319315,2.394900016952306,2.5607736068504844e-09
36,1,44,0.27639998006634414,41.50520000257529,30.546800000593066,4.866500006755814,11.783699999796227,2.605199988465756,2.6047178768687294e-09
36,1,45,0.2817999920807779,39.980200002901256,32.323199993697926,4.545700008748099,11.562900006538257,2.568199997767806,1.0231933100382808e-09
36,1,46,0.39889998151920736,39.947100012796,29.198699980042875,4.481300013139844,11.058200005209073,2.5594999897293746,8.718751763300274e-10
36,1,47,0.27459999546408653,43.71800000080839,29.39340000739321,4.8500999982934445,11.360600008629262,2.4825999862514436,2.03487642500784e-09
36,1,48,0.311399984639138,43.55580001720227,30.34600001410581,4.587200004607439,11.936499999137595,2.513499988708645,2.4317908859717847e-09
36,1,49,0.27409999165683985,42.48449997976422,29.528100014431402,4.967400018358603,11.79809999302961,2.6182000001426786,8.767875388768186e-10
36,1,50,0.4391000256873667,42.023299989523366,29.82150000752881,5.587299994658679,11.58320001559332,2.5104999949689955,5.959231613099352e-10
36,1,51,0.27650000993162394,39.35850001289509,30.150400009006262,4.641000006813556,11.194699996849522,2.482000010786578,8.772597075106331e-10
36,1,52,0.2720000047702342,39.76789998705499,29.531800013501197,4.5686999801546335,11.690100014675409,2.3504999990109354,3.3394861027723947e-09
36,1,53,0.2865000278688967,41.07579999254085,29.299600020749494,4.786600009538233,11.577099998248741,2.8891999972984195,4.478153359333434e-09
36,1,54,0.47519998042844236,39.223100000526756,32.560499996179715,4.628700000466779,12.252399988938123,2.511900005629286,7.775707434897297e-10
36,1,55,0.5194000259507447,39.470499992603436,29.91070001735352,5.408500001067296,11.92689998424612,2.304499997990206,1.8639369861079334e-09
36,1,56,0.4689999914262444,39.93759999866597,29.434199997922406,4.797200002940372,11.335600021993741,2.7248999977018684,7.227276439014214e-10
36,1,57,0.367300002835691,43.20529999677092,30.66600000602193,4.901699983747676,12.122900021495298,2.771500003291294,2.6587250282129246e-09
36,1,58,0.3434999962337315,42.235400003846735,29.951399978017434,4.591400007484481,12.343600013991818,2.7971000235993415,9.650831287928856e-10
36,1,59,0.3471999953035265,41.07850001309998,28.80390000063926,4.49079999816604,11.653499997919425,3.264700004365295,1.4276011617580993e-09
36,1,60,0.43659997754730284,40.095800010021776,30.98179999506101,5.367999983718619,11.981999996351078,2.8962000214960426,3.593527215309365e-09
36,1,61,0.4665000014938414,39.45530002238229,30.690800020238385,4.806999990250915,11.927600018680096,2.4879999982658774,6.461773719673515e-09
36,1,62,0.2765999815892428,42.90420000324957,28.896700008772314,4.434999980730936,11.376500013284385,2.3440000077243894,1.6452737281333324e-09
36,1,63,0.3899000003002584,41.88340000109747,31.334100000094622,4.873300000326708,11.686399986501783,2.461300027789548,2.614250650106927e-09
36,1,64,0.30139999580569565,40.519500005757436,30.95800001756288,4.717600008007139,11.49289999739267,2.438399998936802,1.3024351098801794e-09
36,1,65,0.3828000044450164,44.37750001670793,28.757399995811284,4.698599979747087,11.057700001401827,2.519800007576123,5.90449936751461e-10
36,1,66,0.5181000160519034,43.111099977977574,30.822700005955994,5.192899989197031,11.354099988238886,2.4055000103544444,6.383422998907694e-10
36,1,67,0.3806999884545803,40.9450999868568,30.716299981577322,4.568000003928319,11.147999990498647,2.6338000025134534,1.381391183443724e-09
36,1,68,0.2899999963119626,43.042800010880455,29.425299988361076,5.265899992082268,10.942099994281307,2.4782999826129526,1.0624653652164974e-09
36,1,69,0.27600000612437725,43.99179999018088,32.726299978094175,5.72200000169687,11.672299995552748,3.0497999978251755,6.109102246536852e-10
36,1,70,0.40339998668059707,39.76179999881424,30.204600014258176,5.691700003808364,11.942499986616895,3.5659999994095415,4.295570905637706e-09
36,1,71,0.45369999133981764,38.96289999829605,31.355800019809976,5.196500016609207,12.986099987756461,2.5445999926887453,1.3196761186510924e-09
36,1,72,0.2789999998640269,41.15939998882823,31.545399979222566,4.803699994226918,12.266999983694404,2.5090999843087047,1.1343012277670931e-09
36,1,73,0.33450001501478255,43.65119998692535,30.948399973567575,4.75289998576045,13.484700000844896,2.741400006925687,1.3239006970933839e-09
36,1,74,0.3194000164512545,42.26849999395199,31.697999977041036,5.410299985669553,11.87350001418963,2.9572999919764698,5.869411786052814e-10
36,1,75,0.40279998211190104,40.79450000426732,31.812600005650893,4.8491999914404005,11.653299996396527,2.7359000232536346,1.243553331620258e-09
36,1,76,0.4425999941304326,44.12679999950342,29.456099990056828,5.312299996148795,11.603399994783103,2.6732000114861876,8.160817839103419e-10
36,1,77,0.4993999900761992,39.30810000747442,30.977999995229766,5.307800020091236,11.470199999166653,2.7895999955944717,3.786803259095067e-09
36,1,78,0.29490000451914966,42.63290000380948,30.894700001226738,4.336300014983863,12.074699974618852,2.491200022632256,6.092904316141743e-10
36,1,79,0.3281999961473048,42.17979998793453,33.400699991034344,4.5248000242281705,11.145099997520447,2.6744999922811985,1.2406989848418116e-09
36,1,80,0.40889999945648015,44.575000007171184,30.411999992793426,4.668899986427277,11.141199996927753,2.5523999938741326,1.5770649217488653e-09
36,1,81,0.4827000084333122,44.71449999255128,31.521400000201538,4.403599974466488,11.774099984904751,2.550300006987527,1.0919088905976157e-09
36,1,82,0.34119997872039676,41.63870000047609,29.417699988698587,5.2337999804876745,11.37279998511076,2.608700015116483,2.5895871021299945e-09
36,1,83,1.0089999996125698,43.12899999786168,29.88240000559017,5.6022999924607575,12.589400022989139,2.765399985946715,1.4027739056955522e-09
36,1,84,0.2759000053629279,42.952400021022186,30.776900006458163,5.136899999342859,11.332199996104464,2.3717000149190426,9.41113662591748e-10
36,1,85,0.36070001078769565,42.67049999907613,29.55810001003556,5.435400002170354,11.598800017964095,2.823599992552772,1.6822731404902705e-09
36,1,86,0.6698000070173293,41.18590001598932,30.954400019254535,5.32339999335818,11.791700002504513,2.4876999959815294,7.630596874951022e-10
36,1,87,0.2995999820996076,43.176099978154525,29.481699981261045,5.380699993111193,11.566500004846603,2.43130000308156,1.378538981494701e-09
36,1,88,0.3522000042721629,40.95550000783987,32.02929999679327,4.95450000744313,12.404799985233694,2.5794999965000898,7.499570342122691e-10
36,1,89,0.4416000156197697,44.19360001338646,29.6927000163123,5.368899990571663,11.938600015128031,2.9434000025503337,9.468607001249994e-10
36,1,90,0.3400999994482845,41.89660001429729,31.62920000613667,4.645900015020743,12.413999997079372,2.5504000077489763,8.102634964699157e-10
36,1,91,0.3113000129815191,41.22959999949671,29.89849998266436,5.139099986990914,11.434100015321746,2.702300000237301,1.3359925327756684e-09
36,1,92,0.9160999907180667,43.74050002661534,31.58340000663884,4.86859999364242,11.638299998594448,2.5163000100292265,4.188543734192556e-09
